record_id,record_type,priority_label,task_id,source_task_id,target_task_id,onet_task_text,target_task_text,relation_type,dependency_strength,confidence,evidence_count,review_reason,DAE,OC,IC,SE,accept_or_reject,reason,prompt_change_needed,weight_change_needed,notes
dependency_T11_T18,task_dependency,medium,T11,T11,T18,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.","Monitor the performance of project team members, providing and documenting performance feedback.",none,0,0.68,0,low_confidence|thin_evidence,80.0,81.25,60.92,48.74,,,,,
dependency_T11_T19,task_dependency,medium,T11,T11,T19,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",Coordinate recruitment or selection of project personnel.,none,0,0.68,0,low_confidence|thin_evidence,80.0,81.25,60.92,48.74,,,,,
dependency_T11_T20,task_dependency,medium,T11,T11,T20,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.","Assign duties, responsibilities, and spans of authority to project personnel.",none,0,0.68,0,low_confidence|thin_evidence,80.0,81.25,60.92,48.74,,,,,
dependency_T11_T21,task_dependency,medium,T11,T11,T21,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",Negotiate with project stakeholders or suppliers to obtain resources or materials.,none,0,0.68,0,low_confidence|thin_evidence,80.0,81.25,60.92,48.74,,,,,
dependency_T12_T01,task_dependency,medium,T12,T12,T01,Perform risk assessments to develop response strategies.,"Manage project execution to ensure adherence to budget, schedule, and scope.",informs,2,0.8,1,thin_evidence,80.0,68.75,19.43,15.54,,,,,
dependency_T12_T02,task_dependency,medium,T12,T12,T02,Perform risk assessments to develop response strategies.,Confer with project personnel to identify and resolve problems.,none,0,0.68,0,low_confidence|thin_evidence,80.0,68.75,19.43,15.54,,,,,
dependency_T12_T03,task_dependency,medium,T12,T12,T03,Perform risk assessments to develop response strategies.,Monitor or track project milestones and deliverables.,none,0,0.68,0,low_confidence|thin_evidence,80.0,68.75,19.43,15.54,,,,,
dependency_T12_T04,task_dependency,medium,T12,T12,T04,Perform risk assessments to develop response strategies.,"Submit project deliverables, ensuring adherence to quality standards.",none,0,0.68,0,low_confidence|thin_evidence,80.0,68.75,19.43,15.54,,,,,
dependency_T12_T05,task_dependency,medium,T12,T12,T05,Perform risk assessments to develop response strategies.,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",none,0,0.68,0,low_confidence|thin_evidence,80.0,68.75,19.43,15.54,,,,,
dependency_T12_T07,task_dependency,medium,T12,T12,T07,Perform risk assessments to develop response strategies.,Schedule and facilitate meetings related to information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,80.0,68.75,19.43,15.54,,,,,
dependency_T12_T08,task_dependency,medium,T12,T12,T08,Perform risk assessments to develop response strategies.,Direct or coordinate activities of project personnel.,none,0,0.68,0,low_confidence|thin_evidence,80.0,68.75,19.43,15.54,,,,,
dependency_T12_T09,task_dependency,medium,T12,T12,T09,Perform risk assessments to develop response strategies.,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,none,0,0.68,0,low_confidence|thin_evidence,80.0,68.75,19.43,15.54,,,,,
dependency_T12_T10,task_dependency,medium,T12,T12,T10,Perform risk assessments to develop response strategies.,Identify need for initial or supplemental project resources.,none,0,0.68,0,low_confidence|thin_evidence,80.0,68.75,19.43,15.54,,,,,
dependency_T12_T14,task_dependency,medium,T12,T12,T14,Perform risk assessments to develop response strategies.,"Identify, review, or select vendors or consultants to meet project needs.",none,0,0.68,0,low_confidence|thin_evidence,80.0,68.75,19.43,15.54,,,,,
dependency_T12_T15,task_dependency,medium,T12,T12,T15,Perform risk assessments to develop response strategies.,Develop and manage annual budgets for information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,80.0,68.75,19.43,15.54,,,,,
dependency_T12_T16,task_dependency,medium,T12,T12,T16,Perform risk assessments to develop response strategies.,Establish and execute a project communication plan.,none,0,0.68,0,low_confidence|thin_evidence,80.0,68.75,19.43,15.54,,,,,
dependency_T12_T17,task_dependency,medium,T12,T12,T17,Perform risk assessments to develop response strategies.,Develop and manage work breakdown structure (WBS) of information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,80.0,68.75,19.43,15.54,,,,,
dependency_T12_T18,task_dependency,medium,T12,T12,T18,Perform risk assessments to develop response strategies.,"Monitor the performance of project team members, providing and documenting performance feedback.",none,0,0.68,0,low_confidence|thin_evidence,80.0,68.75,19.43,15.54,,,,,
dependency_T12_T19,task_dependency,medium,T12,T12,T19,Perform risk assessments to develop response strategies.,Coordinate recruitment or selection of project personnel.,none,0,0.68,0,low_confidence|thin_evidence,80.0,68.75,19.43,15.54,,,,,
dependency_T12_T20,task_dependency,medium,T12,T12,T20,Perform risk assessments to develop response strategies.,"Assign duties, responsibilities, and spans of authority to project personnel.",none,0,0.68,0,low_confidence|thin_evidence,80.0,68.75,19.43,15.54,,,,,
dependency_T12_T21,task_dependency,medium,T12,T12,T21,Perform risk assessments to develop response strategies.,Negotiate with project stakeholders or suppliers to obtain resources or materials.,informs,1,0.7,1,low_confidence|thin_evidence,80.0,68.75,19.43,15.54,,,,,
dependency_T13_T01,task_dependency,medium,T13,T13,T01,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.","Manage project execution to ensure adherence to budget, schedule, and scope.",none,0,0.68,0,low_confidence|thin_evidence,80.0,43.75,54.51,43.61,,,,,
dependency_T13_T02,task_dependency,medium,T13,T13,T02,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",Confer with project personnel to identify and resolve problems.,none,0,0.68,0,low_confidence|thin_evidence,80.0,43.75,54.51,43.61,,,,,
dependency_T13_T03,task_dependency,medium,T13,T13,T03,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",Monitor or track project milestones and deliverables.,none,0,0.68,0,low_confidence|thin_evidence,80.0,43.75,54.51,43.61,,,,,
dependency_T13_T04,task_dependency,medium,T13,T13,T04,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.","Submit project deliverables, ensuring adherence to quality standards.",none,0,0.68,0,low_confidence|thin_evidence,80.0,43.75,54.51,43.61,,,,,
dependency_T13_T05,task_dependency,medium,T13,T13,T05,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.","Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",none,0,0.68,0,low_confidence|thin_evidence,80.0,43.75,54.51,43.61,,,,,
dependency_T13_T07,task_dependency,medium,T13,T13,T07,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",Schedule and facilitate meetings related to information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,80.0,43.75,54.51,43.61,,,,,
dependency_T13_T08,task_dependency,medium,T13,T13,T08,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",Direct or coordinate activities of project personnel.,none,0,0.68,0,low_confidence|thin_evidence,80.0,43.75,54.51,43.61,,,,,
dependency_T13_T09,task_dependency,medium,T13,T13,T09,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,none,0,0.68,0,low_confidence|thin_evidence,80.0,43.75,54.51,43.61,,,,,
dependency_T13_T10,task_dependency,medium,T13,T13,T10,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",Identify need for initial or supplemental project resources.,none,0,0.68,0,low_confidence|thin_evidence,80.0,43.75,54.51,43.61,,,,,
dependency_T13_T11,task_dependency,medium,T13,T13,T11,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.","Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",none,0,0.68,0,low_confidence|thin_evidence,80.0,43.75,54.51,43.61,,,,,
dependency_T13_T12,task_dependency,medium,T13,T13,T12,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",Perform risk assessments to develop response strategies.,none,0,0.68,0,low_confidence|thin_evidence,80.0,43.75,54.51,43.61,,,,,
dependency_T13_T14,task_dependency,medium,T13,T13,T14,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.","Identify, review, or select vendors or consultants to meet project needs.",none,0,0.68,0,low_confidence|thin_evidence,80.0,43.75,54.51,43.61,,,,,
dependency_T13_T15,task_dependency,medium,T13,T13,T15,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",Develop and manage annual budgets for information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,80.0,43.75,54.51,43.61,,,,,
dependency_T13_T16,task_dependency,medium,T13,T13,T16,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",Establish and execute a project communication plan.,communicates_with,2,0.76,1,thin_evidence,80.0,43.75,54.51,43.61,,,,,
dependency_T13_T17,task_dependency,medium,T13,T13,T17,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",Develop and manage work breakdown structure (WBS) of information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,80.0,43.75,54.51,43.61,,,,,
dependency_T13_T18,task_dependency,medium,T13,T13,T18,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.","Monitor the performance of project team members, providing and documenting performance feedback.",none,0,0.68,0,low_confidence|thin_evidence,80.0,43.75,54.51,43.61,,,,,
dependency_T13_T19,task_dependency,medium,T13,T13,T19,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",Coordinate recruitment or selection of project personnel.,none,0,0.68,0,low_confidence|thin_evidence,80.0,43.75,54.51,43.61,,,,,
dependency_T13_T20,task_dependency,medium,T13,T13,T20,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.","Assign duties, responsibilities, and spans of authority to project personnel.",none,0,0.68,0,low_confidence|thin_evidence,80.0,43.75,54.51,43.61,,,,,
dependency_T13_T21,task_dependency,medium,T13,T13,T21,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",Negotiate with project stakeholders or suppliers to obtain resources or materials.,none,0,0.68,0,low_confidence|thin_evidence,80.0,43.75,54.51,43.61,,,,,
dependency_T14_T01,task_dependency,medium,T14,T14,T01,"Identify, review, or select vendors or consultants to meet project needs.","Manage project execution to ensure adherence to budget, schedule, and scope.",enables,2,0.74,1,low_confidence|thin_evidence,65.0,81.25,13.03,8.47,,,,,
dependency_T14_T02,task_dependency,medium,T14,T14,T02,"Identify, review, or select vendors or consultants to meet project needs.",Confer with project personnel to identify and resolve problems.,none,0,0.68,0,low_confidence|thin_evidence,65.0,81.25,13.03,8.47,,,,,
dependency_T14_T03,task_dependency,medium,T14,T14,T03,"Identify, review, or select vendors or consultants to meet project needs.",Monitor or track project milestones and deliverables.,none,0,0.68,0,low_confidence|thin_evidence,65.0,81.25,13.03,8.47,,,,,
dependency_T14_T04,task_dependency,medium,T14,T14,T04,"Identify, review, or select vendors or consultants to meet project needs.","Submit project deliverables, ensuring adherence to quality standards.",none,0,0.68,0,low_confidence|thin_evidence,65.0,81.25,13.03,8.47,,,,,
dependency_T14_T05,task_dependency,medium,T14,T14,T05,"Identify, review, or select vendors or consultants to meet project needs.","Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",none,0,0.68,0,low_confidence|thin_evidence,65.0,81.25,13.03,8.47,,,,,
dependency_T14_T06,task_dependency,medium,T14,T14,T06,"Identify, review, or select vendors or consultants to meet project needs.","Initiate, review, or approve modifications to project plans.",none,0,0.68,0,low_confidence|thin_evidence,65.0,81.25,13.03,8.47,,,,,
dependency_T14_T07,task_dependency,medium,T14,T14,T07,"Identify, review, or select vendors or consultants to meet project needs.",Schedule and facilitate meetings related to information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,65.0,81.25,13.03,8.47,,,,,
dependency_T14_T08,task_dependency,medium,T14,T14,T08,"Identify, review, or select vendors or consultants to meet project needs.",Direct or coordinate activities of project personnel.,none,0,0.68,0,low_confidence|thin_evidence,65.0,81.25,13.03,8.47,,,,,
dependency_T14_T09,task_dependency,medium,T14,T14,T09,"Identify, review, or select vendors or consultants to meet project needs.",Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,none,0,0.68,0,low_confidence|thin_evidence,65.0,81.25,13.03,8.47,,,,,
dependency_T14_T10,task_dependency,medium,T14,T14,T10,"Identify, review, or select vendors or consultants to meet project needs.",Identify need for initial or supplemental project resources.,informs,2,0.71,1,low_confidence|thin_evidence,65.0,81.25,13.03,8.47,,,,,
dependency_T14_T11,task_dependency,medium,T14,T14,T11,"Identify, review, or select vendors or consultants to meet project needs.","Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",none,0,0.68,0,low_confidence|thin_evidence,65.0,81.25,13.03,8.47,,,,,
dependency_T14_T12,task_dependency,medium,T14,T14,T12,"Identify, review, or select vendors or consultants to meet project needs.",Perform risk assessments to develop response strategies.,none,0,0.68,0,low_confidence|thin_evidence,65.0,81.25,13.03,8.47,,,,,
dependency_T14_T13,task_dependency,medium,T14,T14,T13,"Identify, review, or select vendors or consultants to meet project needs.","Prepare project status reports by collecting, analyzing, and summarizing information and trends.",none,0,0.68,0,low_confidence|thin_evidence,65.0,81.25,13.03,8.47,,,,,
dependency_T14_T15,task_dependency,medium,T14,T14,T15,"Identify, review, or select vendors or consultants to meet project needs.",Develop and manage annual budgets for information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,65.0,81.25,13.03,8.47,,,,,
dependency_T14_T16,task_dependency,medium,T14,T14,T16,"Identify, review, or select vendors or consultants to meet project needs.",Establish and execute a project communication plan.,none,0,0.68,0,low_confidence|thin_evidence,65.0,81.25,13.03,8.47,,,,,
dependency_T14_T17,task_dependency,medium,T14,T14,T17,"Identify, review, or select vendors or consultants to meet project needs.",Develop and manage work breakdown structure (WBS) of information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,65.0,81.25,13.03,8.47,,,,,
dependency_T14_T18,task_dependency,medium,T14,T14,T18,"Identify, review, or select vendors or consultants to meet project needs.","Monitor the performance of project team members, providing and documenting performance feedback.",none,0,0.68,0,low_confidence|thin_evidence,65.0,81.25,13.03,8.47,,,,,
dependency_T14_T19,task_dependency,medium,T14,T14,T19,"Identify, review, or select vendors or consultants to meet project needs.",Coordinate recruitment or selection of project personnel.,none,0,0.68,0,low_confidence|thin_evidence,65.0,81.25,13.03,8.47,,,,,
dependency_T14_T20,task_dependency,medium,T14,T14,T20,"Identify, review, or select vendors or consultants to meet project needs.","Assign duties, responsibilities, and spans of authority to project personnel.",none,0,0.68,0,low_confidence|thin_evidence,65.0,81.25,13.03,8.47,,,,,
dependency_T14_T21,task_dependency,medium,T14,T14,T21,"Identify, review, or select vendors or consultants to meet project needs.",Negotiate with project stakeholders or suppliers to obtain resources or materials.,enables,2,0.73,2,low_confidence,65.0,81.25,13.03,8.47,,,,,
dependency_T15_T02,task_dependency,medium,T15,T15,T02,Develop and manage annual budgets for information technology projects.,Confer with project personnel to identify and resolve problems.,none,0,0.68,0,low_confidence|thin_evidence,80.0,81.25,20.83,16.66,,,,,
dependency_T15_T03,task_dependency,medium,T15,T15,T03,Develop and manage annual budgets for information technology projects.,Monitor or track project milestones and deliverables.,none,0,0.68,0,low_confidence|thin_evidence,80.0,81.25,20.83,16.66,,,,,
dependency_T15_T04,task_dependency,medium,T15,T15,T04,Develop and manage annual budgets for information technology projects.,"Submit project deliverables, ensuring adherence to quality standards.",none,0,0.68,0,low_confidence|thin_evidence,80.0,81.25,20.83,16.66,,,,,
dependency_T15_T05,task_dependency,medium,T15,T15,T05,Develop and manage annual budgets for information technology projects.,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",none,0,0.68,0,low_confidence|thin_evidence,80.0,81.25,20.83,16.66,,,,,
dependency_T15_T06,task_dependency,medium,T15,T15,T06,Develop and manage annual budgets for information technology projects.,"Initiate, review, or approve modifications to project plans.",none,0,0.68,0,low_confidence|thin_evidence,80.0,81.25,20.83,16.66,,,,,
dependency_T15_T07,task_dependency,medium,T15,T15,T07,Develop and manage annual budgets for information technology projects.,Schedule and facilitate meetings related to information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,80.0,81.25,20.83,16.66,,,,,
dependency_T15_T08,task_dependency,medium,T15,T15,T08,Develop and manage annual budgets for information technology projects.,Direct or coordinate activities of project personnel.,none,0,0.68,0,low_confidence|thin_evidence,80.0,81.25,20.83,16.66,,,,,
dependency_T15_T09,task_dependency,medium,T15,T15,T09,Develop and manage annual budgets for information technology projects.,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,none,0,0.68,0,low_confidence|thin_evidence,80.0,81.25,20.83,16.66,,,,,
dependency_T15_T11,task_dependency,medium,T15,T15,T11,Develop and manage annual budgets for information technology projects.,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",none,0,0.68,0,low_confidence|thin_evidence,80.0,81.25,20.83,16.66,,,,,
dependency_T15_T12,task_dependency,medium,T15,T15,T12,Develop and manage annual budgets for information technology projects.,Perform risk assessments to develop response strategies.,none,0,0.68,0,low_confidence|thin_evidence,80.0,81.25,20.83,16.66,,,,,
dependency_T15_T14,task_dependency,medium,T15,T15,T14,Develop and manage annual budgets for information technology projects.,"Identify, review, or select vendors or consultants to meet project needs.",none,0,0.68,0,low_confidence|thin_evidence,80.0,81.25,20.83,16.66,,,,,
dependency_T15_T16,task_dependency,medium,T15,T15,T16,Develop and manage annual budgets for information technology projects.,Establish and execute a project communication plan.,none,0,0.68,0,low_confidence|thin_evidence,80.0,81.25,20.83,16.66,,,,,
dependency_T15_T17,task_dependency,medium,T15,T15,T17,Develop and manage annual budgets for information technology projects.,Develop and manage work breakdown structure (WBS) of information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,80.0,81.25,20.83,16.66,,,,,
dependency_T15_T18,task_dependency,medium,T15,T15,T18,Develop and manage annual budgets for information technology projects.,"Monitor the performance of project team members, providing and documenting performance feedback.",none,0,0.68,0,low_confidence|thin_evidence,80.0,81.25,20.83,16.66,,,,,
dependency_T15_T19,task_dependency,medium,T15,T15,T19,Develop and manage annual budgets for information technology projects.,Coordinate recruitment or selection of project personnel.,none,0,0.68,0,low_confidence|thin_evidence,80.0,81.25,20.83,16.66,,,,,
dependency_T15_T20,task_dependency,medium,T15,T15,T20,Develop and manage annual budgets for information technology projects.,"Assign duties, responsibilities, and spans of authority to project personnel.",none,0,0.68,0,low_confidence|thin_evidence,80.0,81.25,20.83,16.66,,,,,
dependency_T15_T21,task_dependency,medium,T15,T15,T21,Develop and manage annual budgets for information technology projects.,Negotiate with project stakeholders or suppliers to obtain resources or materials.,none,0,0.68,0,low_confidence|thin_evidence,80.0,81.25,20.83,16.66,,,,,
dependency_T16_T01,task_dependency,medium,T16,T16,T01,Establish and execute a project communication plan.,"Manage project execution to ensure adherence to budget, schedule, and scope.",none,0,0.68,0,low_confidence|thin_evidence,80.0,62.5,29.93,23.94,,,,,
dependency_T16_T03,task_dependency,medium,T16,T16,T03,Establish and execute a project communication plan.,Monitor or track project milestones and deliverables.,none,0,0.68,0,low_confidence|thin_evidence,80.0,62.5,29.93,23.94,,,,,
dependency_T16_T04,task_dependency,medium,T16,T16,T04,Establish and execute a project communication plan.,"Submit project deliverables, ensuring adherence to quality standards.",none,0,0.68,0,low_confidence|thin_evidence,80.0,62.5,29.93,23.94,,,,,
dependency_T16_T05,task_dependency,medium,T16,T16,T05,Establish and execute a project communication plan.,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",none,0,0.68,0,low_confidence|thin_evidence,80.0,62.5,29.93,23.94,,,,,
dependency_T16_T06,task_dependency,medium,T16,T16,T06,Establish and execute a project communication plan.,"Initiate, review, or approve modifications to project plans.",none,0,0.68,0,low_confidence|thin_evidence,80.0,62.5,29.93,23.94,,,,,
dependency_T16_T08,task_dependency,medium,T16,T16,T08,Establish and execute a project communication plan.,Direct or coordinate activities of project personnel.,none,0,0.68,0,low_confidence|thin_evidence,80.0,62.5,29.93,23.94,,,,,
dependency_T16_T09,task_dependency,medium,T16,T16,T09,Establish and execute a project communication plan.,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,none,0,0.68,0,low_confidence|thin_evidence,80.0,62.5,29.93,23.94,,,,,
dependency_T16_T10,task_dependency,medium,T16,T16,T10,Establish and execute a project communication plan.,Identify need for initial or supplemental project resources.,none,0,0.68,0,low_confidence|thin_evidence,80.0,62.5,29.93,23.94,,,,,
dependency_T16_T11,task_dependency,medium,T16,T16,T11,Establish and execute a project communication plan.,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",none,0,0.68,0,low_confidence|thin_evidence,80.0,62.5,29.93,23.94,,,,,
dependency_T16_T12,task_dependency,medium,T16,T16,T12,Establish and execute a project communication plan.,Perform risk assessments to develop response strategies.,none,0,0.68,0,low_confidence|thin_evidence,80.0,62.5,29.93,23.94,,,,,
dependency_T16_T14,task_dependency,medium,T16,T16,T14,Establish and execute a project communication plan.,"Identify, review, or select vendors or consultants to meet project needs.",none,0,0.68,0,low_confidence|thin_evidence,80.0,62.5,29.93,23.94,,,,,
dependency_T16_T15,task_dependency,medium,T16,T16,T15,Establish and execute a project communication plan.,Develop and manage annual budgets for information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,80.0,62.5,29.93,23.94,,,,,
dependency_T16_T17,task_dependency,medium,T16,T16,T17,Establish and execute a project communication plan.,Develop and manage work breakdown structure (WBS) of information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,80.0,62.5,29.93,23.94,,,,,
dependency_T16_T18,task_dependency,medium,T16,T16,T18,Establish and execute a project communication plan.,"Monitor the performance of project team members, providing and documenting performance feedback.",none,0,0.68,0,low_confidence|thin_evidence,80.0,62.5,29.93,23.94,,,,,
dependency_T16_T19,task_dependency,medium,T16,T16,T19,Establish and execute a project communication plan.,Coordinate recruitment or selection of project personnel.,none,0,0.68,0,low_confidence|thin_evidence,80.0,62.5,29.93,23.94,,,,,
dependency_T16_T20,task_dependency,medium,T16,T16,T20,Establish and execute a project communication plan.,"Assign duties, responsibilities, and spans of authority to project personnel.",none,0,0.68,0,low_confidence|thin_evidence,80.0,62.5,29.93,23.94,,,,,
dependency_T16_T21,task_dependency,medium,T16,T16,T21,Establish and execute a project communication plan.,Negotiate with project stakeholders or suppliers to obtain resources or materials.,none,0,0.68,0,low_confidence|thin_evidence,80.0,62.5,29.93,23.94,,,,,
dependency_T17_T02,task_dependency,medium,T17,T17,T02,Develop and manage work breakdown structure (WBS) of information technology projects.,Confer with project personnel to identify and resolve problems.,none,0,0.68,0,low_confidence|thin_evidence,70.0,56.25,31.77,22.24,,,,,
dependency_T17_T04,task_dependency,medium,T17,T17,T04,Develop and manage work breakdown structure (WBS) of information technology projects.,"Submit project deliverables, ensuring adherence to quality standards.",none,0,0.68,0,low_confidence|thin_evidence,70.0,56.25,31.77,22.24,,,,,
dependency_T17_T05,task_dependency,medium,T17,T17,T05,Develop and manage work breakdown structure (WBS) of information technology projects.,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",none,0,0.68,0,low_confidence|thin_evidence,70.0,56.25,31.77,22.24,,,,,
dependency_T17_T06,task_dependency,medium,T17,T17,T06,Develop and manage work breakdown structure (WBS) of information technology projects.,"Initiate, review, or approve modifications to project plans.",none,0,0.68,0,low_confidence|thin_evidence,70.0,56.25,31.77,22.24,,,,,
dependency_T17_T07,task_dependency,medium,T17,T17,T07,Develop and manage work breakdown structure (WBS) of information technology projects.,Schedule and facilitate meetings related to information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,70.0,56.25,31.77,22.24,,,,,
dependency_T17_T08,task_dependency,medium,T17,T17,T08,Develop and manage work breakdown structure (WBS) of information technology projects.,Direct or coordinate activities of project personnel.,none,0,0.68,0,low_confidence|thin_evidence,70.0,56.25,31.77,22.24,,,,,
dependency_T17_T09,task_dependency,medium,T17,T17,T09,Develop and manage work breakdown structure (WBS) of information technology projects.,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,none,0,0.68,0,low_confidence|thin_evidence,70.0,56.25,31.77,22.24,,,,,
dependency_T17_T11,task_dependency,medium,T17,T17,T11,Develop and manage work breakdown structure (WBS) of information technology projects.,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",none,0,0.68,0,low_confidence|thin_evidence,70.0,56.25,31.77,22.24,,,,,
dependency_T17_T12,task_dependency,medium,T17,T17,T12,Develop and manage work breakdown structure (WBS) of information technology projects.,Perform risk assessments to develop response strategies.,none,0,0.68,0,low_confidence|thin_evidence,70.0,56.25,31.77,22.24,,,,,
dependency_T17_T13,task_dependency,medium,T17,T17,T13,Develop and manage work breakdown structure (WBS) of information technology projects.,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",none,0,0.68,0,low_confidence|thin_evidence,70.0,56.25,31.77,22.24,,,,,
dependency_T17_T14,task_dependency,medium,T17,T17,T14,Develop and manage work breakdown structure (WBS) of information technology projects.,"Identify, review, or select vendors or consultants to meet project needs.",none,0,0.68,0,low_confidence|thin_evidence,70.0,56.25,31.77,22.24,,,,,
dependency_T17_T15,task_dependency,medium,T17,T17,T15,Develop and manage work breakdown structure (WBS) of information technology projects.,Develop and manage annual budgets for information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,70.0,56.25,31.77,22.24,,,,,
dependency_T17_T16,task_dependency,medium,T17,T17,T16,Develop and manage work breakdown structure (WBS) of information technology projects.,Establish and execute a project communication plan.,none,0,0.68,0,low_confidence|thin_evidence,70.0,56.25,31.77,22.24,,,,,
dependency_T17_T18,task_dependency,medium,T17,T17,T18,Develop and manage work breakdown structure (WBS) of information technology projects.,"Monitor the performance of project team members, providing and documenting performance feedback.",none,0,0.68,0,low_confidence|thin_evidence,70.0,56.25,31.77,22.24,,,,,
dependency_T17_T19,task_dependency,medium,T17,T17,T19,Develop and manage work breakdown structure (WBS) of information technology projects.,Coordinate recruitment or selection of project personnel.,none,0,0.68,0,low_confidence|thin_evidence,70.0,56.25,31.77,22.24,,,,,
dependency_T17_T21,task_dependency,medium,T17,T17,T21,Develop and manage work breakdown structure (WBS) of information technology projects.,Negotiate with project stakeholders or suppliers to obtain resources or materials.,none,0,0.68,0,low_confidence|thin_evidence,70.0,56.25,31.77,22.24,,,,,
dependency_T18_T01,task_dependency,medium,T18,T18,T01,"Monitor the performance of project team members, providing and documenting performance feedback.","Manage project execution to ensure adherence to budget, schedule, and scope.",none,0,0.68,0,low_confidence|thin_evidence,65.0,87.5,11.6,7.54,,,,,
dependency_T18_T02,task_dependency,medium,T18,T18,T02,"Monitor the performance of project team members, providing and documenting performance feedback.",Confer with project personnel to identify and resolve problems.,none,0,0.68,0,low_confidence|thin_evidence,65.0,87.5,11.6,7.54,,,,,
dependency_T18_T03,task_dependency,medium,T18,T18,T03,"Monitor the performance of project team members, providing and documenting performance feedback.",Monitor or track project milestones and deliverables.,none,0,0.68,0,low_confidence|thin_evidence,65.0,87.5,11.6,7.54,,,,,
dependency_T18_T04,task_dependency,medium,T18,T18,T04,"Monitor the performance of project team members, providing and documenting performance feedback.","Submit project deliverables, ensuring adherence to quality standards.",none,0,0.68,0,low_confidence|thin_evidence,65.0,87.5,11.6,7.54,,,,,
dependency_T18_T05,task_dependency,medium,T18,T18,T05,"Monitor the performance of project team members, providing and documenting performance feedback.","Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",none,0,0.68,0,low_confidence|thin_evidence,65.0,87.5,11.6,7.54,,,,,
dependency_T18_T06,task_dependency,medium,T18,T18,T06,"Monitor the performance of project team members, providing and documenting performance feedback.","Initiate, review, or approve modifications to project plans.",none,0,0.68,0,low_confidence|thin_evidence,65.0,87.5,11.6,7.54,,,,,
